Route,Type,Image_Name,Lat,Long,Aanslag,Deuken en gaten,Scheefstand,Stickers/Graffiti,Verf/dekking,Working?
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_681.png,52.06920889,4.318815503,,,,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_717.png,52.07338968,4.318751872,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1011.jpg,52.066866,4.3187032,B,,B,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_722.png,52.07335614,4.318590698,,,,D,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_881.png,52.07335614,4.318590698,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_713.png,52.0758068,4.31851478,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_689.png,52.07897726,4.318481382,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_280.png,52.07598857,4.318108749,,,,C,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_128.png,52.07591884,4.318107261,,,,C,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_680.png,52.07000177,4.317921068,,,,B,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_727.png,52.07364781,4.317894085,,,,C,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_859.png,52.08300853,4.317828634,,,C,C,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_206.png,52.08386632,4.317809003,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1010.jpg,52.0664299,4.3177415,D,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_669.png,52.07017599,4.317721512,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_749.png,52.07851499,4.317673583,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_883.png,52.07292296,4.317656006,,,,,D,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_121.png,52.07599724,4.317602964,,,,C,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_902.png,52.07353595,4.317568182,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_612.png,52.08031575,4.317473501,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_733.png,52.07380978,4.317287124,,,,C,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_211.png,52.08384655,4.317229665,B,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_664.png,52.07044002,4.317211611,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_889.png,52.07270869,4.317185285,,,,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_573.png,52.06832467,4.317147951,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_540.png,52.08570906,4.317111172,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1009.jpg,52.0661417,4.3171059,B,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_737.png,52.07397843,4.317099508,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_259.png,52.05192441,4.316898819,,,,B,,FALSE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_582.png,52.0692822,4.316842624,,B,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_663.png,52.07080126,4.316785299,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_22.jpg,52.0989375,4.3166619,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_21.jpg,52.0995864,4.3166134,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_851.png,52.08309054,4.316530899,B,B,B,B,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_20.jpg,52.0995348,4.3163675,B,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_658.png,52.0711625,4.316358987,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_897.png,52.07228772,4.316260002,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_971.jpg,52.0862375,4.3162139,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_568.png,52.06713771,4.316024528,D,,,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_34.jpg,52.0993899,4.3160034,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_23.jpg,52.0986819,4.3159727,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_822.png,52.08142728,4.315967462,,,,C,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_218.png,52.08600687,4.31594706,B,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_646.png,52.07152374,4.315932675,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_976.jpg,52.0911332,4.315893,,,B,B,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_975.jpg,52.0909754,4.3155998,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_974.jpg,52.0909728,4.3155926,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_973.jpg,52.0909673,4.3155782,,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_637.png,52.07189117,4.315500067,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_855.png,52.08227519,4.315427065,,,,D,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_810.png,52.0778209,4.315360423,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_798.png,52.08431526,4.315298279,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_552.png,52.08003933,4.315274554,,,B,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_972.jpg,52.0908479,4.3152388,B,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_901.png,52.07229759,4.315103436,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_24.jpg,52.0990919,4.3149604,B,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_399.png,52.07888559,4.314953517,,,,C,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_843.png,52.08211803,4.314882665,,,B,,C,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_564.png,52.06640635,4.314809659,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_925.png,52.1034116,4.3147315,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_877.png,52.0804352,4.314699003,,,B,B,B,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_803.png,52.0843812,4.314688302,,,B,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1008.jpg,52.0644904,4.3146263,C,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_594.png,52.06882193,4.314595218,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_542.png,52.07170136,4.314441519,,,,C,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_558.png,52.06692777,4.314231385,C,,,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1007.jpg,52.0639821,4.3140026,B,,B,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_819.png,52.08212418,4.31394172,,,B,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_25.jpg,52.0999719,4.3138471,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_632.png,52.07098601,4.313806864,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1013.jpg,52.0629265,4.3137548,,,,B,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_546.png,52.06755421,4.313690923,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_983.jpg,52.087251,4.313683,,,B,B,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_988.jpg,52.0876196,4.3136541,,,,B,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_990.jpg,52.0876196,4.3136541,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_220.png,52.08725513,4.313606231,,,B,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_907.png,52.07344604,4.313485281,,,,C,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1006.jpg,52.0635205,4.3134695,,,B,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_537.png,52.06791493,4.313361218,B,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_214.png,52.07445169,4.313349875,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_36.png,52.07839947,4.313288881,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_839.png,52.08114552,4.313234431,,,,B,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_619.png,52.07068849,4.313139921,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_223.png,52.08678249,4.312908938,,,,C,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_977.jpg,52.0921786,4.3128113,,,,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_606.png,52.06990662,4.312790093,,,,B,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1053.jpg,52.0643094,4.3126451,,,B,B,B,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1052.jpg,52.064302,4.3126425,,,B,D,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1051.jpg,52.064228,4.3125907,,,,B,B,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1054.jpg,52.06437,4.3125734,,,,B,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_603.png,52.06922526,4.3125641,,,,,B,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1050.jpg,52.0643167,4.3124113,B,,C,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_1005.jpg,52.0637414,4.3123709,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_984.jpg,52.0867848,4.3123363,B,,B,B,,TRUE
FourthcyclingRoute,lichtmasten,FourthcyclingRoute_563.png,52.05182701,4.312327839,C,,,,,FALSE
Benoordenhout,lichtmasten,Benoordenhout_228.png,52.08679307,4.312314111,B,,,C,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_513.png,52.0641285,4.312280917,,,,B,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1049.jpg,52.064152,4.3122456,,,B,B,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_26.jpg,52.0985331,4.3122084,B,,B,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_978.jpg,52.0925791,4.3121056,,,B,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_979.jpg,52.0929935,4.3120917,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_808.png,52.08282108,4.311915978,B,,C,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_27.jpg,52.0977088,4.3118631,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_985.jpg,52.0865738,4.3117498,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_499.png,52.06331539,4.311736482,B,,,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_823.png,52.13358274,4.311598209,,,C,,,FALSE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_769.png,52.06732092,4.31157754,,,,,B,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_788.png,52.08629094,4.311476526,B,B,,C,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_764.png,52.06945388,4.311323464,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_904.png,52.07901446,4.311250237,B,,,C,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_28.jpg,52.0975135,4.3112425,,,,B,B,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1124.jpg,52.0641445,4.3112028,,,B,B,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1125.jpg,52.0641445,4.3112028,,B,B,C,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1126.jpg,52.0641445,4.3112028,,,B,C,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_458.png,52.06300992,4.311170003,B,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_484.png,52.06300992,4.311170003,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_776.png,52.06607204,4.311137178,,,,,B,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_833.png,52.08044512,4.310983295,C,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_29.jpg,52.098069,4.3109591,B,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_33.jpg,52.0988949,4.3109588,,,B,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_30.jpg,52.0980687,4.3109563,,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_758.png,52.07156225,4.310891723,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_910.png,52.07929766,4.310870422,,,C,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_432.png,52.06257858,4.310835842,B,,,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_980.jpg,52.0927664,4.3107303,,,B,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_230.png,52.08599764,4.310595142,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_830.png,52.08046632,4.310554365,D,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_31.jpg,52.0980855,4.3105327,,,B,,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1048.jpg,52.0636316,4.3104882,,,B,B,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_406.png,52.06229484,4.310413463,,,,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_818.png,52.06409603,4.310399024,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_785.png,52.08596456,4.3103914,B,,C,C,B,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1113.jpg,52.0626755,4.3103179,,,B,B,C,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1114.jpg,52.0626755,4.3103179,,,B,B,C,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_754.png,52.07132668,4.310220074,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_982.jpg,52.0926449,4.3101484,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_32.jpg,52.0989144,4.3100801,B,,,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_892.png,52.07846258,4.310076482,,,B,C,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_232.png,52.08579297,4.309974006,,,,B,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_237.png,52.0857814,4.30993498,B,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_775.png,52.0857814,4.30993498,,,,B,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_804.png,52.06556005,4.309929795,,,,,B,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_884.png,52.07868109,4.309892771,,,B,B,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_986.jpg,52.0858594,4.3098698,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_895.png,52.07834316,4.309833628,,,C,C,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1120.jpg,52.0638038,4.3097303,,,B,B,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1121.jpg,52.0638038,4.3097303,,,B,B,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1122.jpg,52.0638038,4.3097303,,,,B,B,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1123.jpg,52.0638038,4.3097303,,,,B,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1118.jpg,52.0638053,4.3097238,,,,C,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1119.jpg,52.0638053,4.3097238,,,B,D,C,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_743.png,52.08030592,4.30971059,,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_746.png,52.07112952,4.309650487,B,,,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_760.png,52.08169157,4.309493452,,,B,D,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_828.png,52.06389663,4.30948545,,,,,B,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_981.jpg,52.0927193,4.3094527,,,,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_872.png,52.07554801,4.309408507,,,,D,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_786.png,52.06816931,4.309376703,,,B,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_835.png,52.06243448,4.309338311,D,,,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_738.png,52.08061066,4.309329193,,B,,B,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_799.png,52.06645224,4.309277233,,,,,B,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1116.jpg,52.0639119,4.3092551,,,B,D,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1117.jpg,52.0639119,4.3092551,B,,B,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_239.png,52.08536635,4.309221695,,,B,C,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_773.png,52.08536635,4.309221695,,,B,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_756.png,52.08123141,4.3091912,C,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_847.png,52.06097233,4.309191172,C,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_245.png,52.06190971,4.309163672,D,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_824.png,52.06406654,4.309071928,,,,,C,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1115.jpg,52.063865,4.3090326,,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_787.png,52.06792196,4.308818006,,,,,B,TRUE
Benoordenhout,lichtmasten,Benoordenhout_241.png,52.08527746,4.308642158,B,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_213.png,52.06086156,4.308611189,B,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_922.png,52.07561668,4.308392547,,,,D,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_95.png,52.06013334,4.308244588,,,,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_795.png,52.0677941,4.308213388,D,,,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_705.png,52.08732501,4.30816501,,,B,B,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_43.png,52.07531761,4.308123494,,,,D,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_809.png,52.05853301,4.308095773,B,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_860.png,52.06046175,4.308089108,C,,,,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_176.png,52.07500985,4.308012511,,,,D,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_44.png,52.0599519,4.308000169,B,,,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_987.jpg,52.0850829,4.3079055,,,,,B,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_92.png,52.07536878,4.307730465,,,,C,,TRUE
FirstSecondCyclingRoute,lichtmasten,FirstSecondCyclingRoute_136.png,52.07488604,4.307687947,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_687.png,52.05871147,4.307601157,,,,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_875.png,52.06026733,4.307514586,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_866.png,52.05950288,4.307394523,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_248.png,52.0847594,4.307328372,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_253.png,52.0847594,4.307328372,B,B,,,B,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_710.png,52.08571195,4.307288627,,,B,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_989.jpg,52.0847501,4.3070462,,,D,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_61.png,52.06386144,4.306926419,B,,,,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1130.jpg,52.0690065,4.3069259,,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_116.png,52.06537372,4.306909729,B,,,,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1108.jpg,52.0641601,4.3068594,D,,B,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_674.png,52.08673639,4.306767237,,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_91.png,52.06492536,4.306709359,B,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_86.png,52.06491845,4.306481503,B,,,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_256.png,52.08455788,4.306354096,,,,B,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_258.png,52.08455788,4.306354096,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_686.png,52.08812055,4.306338621,,,B,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_67.png,52.06324782,4.306273435,B,,B,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_71.png,52.06324782,4.306273435,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_131.png,52.06514109,4.306222285,B,,,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_697.png,52.08833922,4.306148486,,,,D,B,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_45.png,52.08856398,4.306139988,,,,,D,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_672.png,52.08662124,4.30608109,,,B,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_57.png,52.06410181,4.306067481,B,,,,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1055.jpg,52.0615286,4.3059944,,,B,B,B,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1056.jpg,52.0615286,4.3059944,,,B,B,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_615.png,52.0584509,4.305978384,,,,B,C,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_127.png,52.06522482,4.305948994,B,,,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_720.png,52.08418983,4.305898498,,,,C,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_80.png,52.0617154,4.305865174,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_882.png,52.0587686,4.305844246,,,,B,B,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_923.png,52.08937465,4.305782563,B,,C,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_551.png,52.05825698,4.305716557,,,,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_94.png,52.08847411,4.305665825,C,,,,D,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_104.png,52.06570263,4.305599614,B,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_886.png,52.05856443,4.305576596,C,,,,,TRUE
Benoordenhout,lichtmasten,Benoordenhout_261.png,52.08417062,4.305525678,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_991.jpg,52.0857341,4.3054852,B,,,,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_123.png,52.06547656,4.305457165,B,,,,,TRUE
FourthcyclingRoute,lichtmasten,FourthcyclingRoute_575.png,52.06147794,4.305436598,B,,B,,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_992.jpg,52.0861748,4.3053349,,,,B,,TRUE
Bezuidenhout,lichtmasten,Bezuidenhout_993.jpg,52.0861883,4.3053327,,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_891.png,52.05836026,4.305308946,B,,,,,TRUE
Willemspark,lichtmasten,Willemspark_147.png,52.07177966,4.305281869,D,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_82.png,52.06173711,4.30527737,,,,,B,TRUE
Willemspark,lichtmasten,Willemspark_143.png,52.07196974,4.3052488,,,B,C,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_723.png,52.08405346,4.305239913,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_119.png,52.06560595,4.305191852,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_896.png,52.05820777,4.305096012,C,,B,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_35.png,52.09707452,4.305021881,,,B,B,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_668.png,52.08606163,4.304953511,,,,C,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_106.png,52.06607094,4.304942236,B,,,,,TRUE
FirstCyclingRoute,lichtmasten,FirstCyclingRoute_137.png,52.08836765,4.304939562,B,,B,,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1106.jpg,52.0626282,4.304825,,B,B,D,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1107.jpg,52.0626282,4.304825,,,B,D,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_203.png,52.07400792,4.304737075,,,,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_79.png,52.06175882,4.304689566,,,,,B,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_112.png,52.06825169,4.304544138,,,B,B,,TRUE
ThirdCyclingRoute,lichtmasten,ThirdCyclingRoute_899.png,52.0578071,4.304519462,,,,B,,TRUE
Stationsbuurt,lichtmasten,Stationsbuurt_1058.jpg,52.061774,4.3044458,C,B,B,B,,TRUE
